Population,Poverty,Child Poverty,state,county,year
5078.0,630.0,411.0,27,011,2013
24465.0,2296.0,1276.0,27,015,2013
28123.0,4603.0,2462.0,27,021,2013
45339.0,4470.0,2554.0,27,049,2013
20154.0,2654.0,1280.0,27,057,2013
10086.0,1178.0,620.0,27,063,2013
20344.0,2185.0,1299.0,27,091,2013
21120.0,3372.0,1732.0,27,105,2013
27707.0,4087.0,2187.0,27,115,2013
87026.0,6764.0,4053.0,27,141,2013
13484.0,2282.0,1299.0,27,159,2013
38180.0,5519.0,3095.0,27,009,2013
91904.0,4560.0,2565.0,27,019,2013
30682.0,3372.0,2128.0,27,047,2013
44318.0,5539.0,2834.0,27,061,2013
35638.0,3013.0,1602.0,27,085,2013
10740.0,993.0,543.0,27,121,2013
501548.0,84942.0,45632.0,27,123,2013
9106.0,1403.0,768.0,27,149,2013
9446.0,923.0,524.0,27,151,2013
47169.0,7087.0,3665.0,27,169,2013
11332.0,1555.0,879.0,27,033,2013
131317.0,7197.0,3985.0,27,139,2013
20028.0,1480.0,803.0,27,039,2013
21312.0,1776.0,950.0,27,157,2013
9261.0,991.0,624.0,27,117,2013
61970.0,8018.0,4177.0,27,035,2013
6582.0,861.0,423.0,27,107,2013
125208.0,8135.0,4581.0,27,171,2013
30445.0,3216.0,1709.0,27,103,2013
35576.0,3855.0,1942.0,27,041,2013
4396.0,429.0,260.0,27,069,2013
27449.0,2419.0,1278.0,27,079,2013
52178.0,3895.0,2034.0,27,025,2013
15639.0,1560.0,849.0,27,127,2013
24330.0,3825.0,2100.0,27,153,2013
42964.0,9389.0,4963.0,27,007,2013
18645.0,2035.0,1035.0,27,055,2013
7007.0,564.0,345.0,27,073,2013
56161.0,6577.0,3825.0,27,111,2013
17838.0,1677.0,883.0,27,161,2013
330399.0,24417.0,13096.0,27,003,2013
143300.0,18715.0,9907.0,27,145,2013
5687.0,493.0,321.0,27,081,2013
9291.0,735.0,459.0,27,089,2013
25321.0,3518.0,1965.0,27,095,2013
238467.0,13667.0,7678.0,27,163,2013
34339.0,4300.0,2065.0,27,017,2013
15979.0,2161.0,1201.0,27,065,2013
12834.0,2037.0,1070.0,27,071,2014
32597.0,3938.0,2191.0,27,097,2014
35848.0,3932.0,2430.0,27,147,2014
15732.0,1870.0,994.0,27,001,2014
8446.0,844.0,488.0,27,101,2014
41642.0,5561.0,2970.0,27,067,2014
9377.0,1274.0,791.0,27,133,2014
3363.0,312.0,159.0,27,155,2014
1162078.0,150167.0,80141.0,27,053,2014
12008.0,1339.0,836.0,27,023,2014
8611.0,1442.0,776.0,27,029,2014
37717.0,2714.0,1383.0,27,059,2014
38740.0,5758.0,2995.0,27,099,2014
144962.0,12650.0,7111.0,27,109,2014
35706.0,3564.0,1856.0,27,041,2014
27412.0,2498.0,1313.0,27,079,2014
52301.0,3368.0,1805.0,27,025,2014
24226.0,3893.0,2080.0,27,153,2014
18586.0,2096.0,1061.0,27,055,2014
56243.0,6211.0,3593.0,27,111,2014
192344.0,32742.0,17360.0,27,137,2014
402930.0,31284.0,17179.0,27,037,2014
9298.0,718.0,440.0,27,089,2014
240868.0,13734.0,7830.0,27,163,2014
15919.0,2356.0,1307.0,27,065,2014
22725.0,2333.0,1333.0,27,093,2014
13755.0,1235.0,700.0,27,113,2014
56504.0,6651.0,4091.0,27,131,2014
6386.0,585.0,356.0,27,167,2014
4033.0,477.0,256.0,27,125,2014
56191.0,7224.0,3948.0,27,027,2014
13940.0,1845.0,1080.0,27,043,2014
20409.0,2327.0,1232.0,27,045,2014
10568.0,1430.0,731.0,27,075,2014
