pwsId,year,analyteCode,pwsName,countyServed,cityServed,waterSource,mean,max,populationServed,fips,
"1180025","1998","Radium","Riverton","Crow Wing","Riverton","Groundwater","null","null","117","27035"
"1180026","1998","Radium","Trommald","Crow Wing","Trommald","Groundwater","null","null","64","27035"
"1190001","1998","Radium","Apple Valley","Dakota","Apple Valley","Groundwater","2.9 pCi/L","2.9 pCi/L","49895","27037"
"1190002","1998","Radium","Burnsville","Dakota","Burnsville","Surface Water","5.63 pCi/L","5.9 pCi/L","61262","27037"
"1190007","1998","Radium","Eagan","Dakota","Eagan","Groundwater","2.1 pCi/L","2.1 pCi/L","64972","27037"
"1190008","1998","Radium","Farmington","Dakota","Farmington","Groundwater","null","null","18735","27037"
"1190009","1998","Radium","Empire Township","Dakota","Farmington","Groundwater","null","null","1244","27037"
"1190010","1998","Radium","Hampton","Dakota","Hampton","Groundwater","null","null","691","27037"
"1190011","1998","Radium","New Trier","Dakota","Hampton","Groundwater","null","null","120","27037"
"1190012","1998","Radium","Hastings","Dakota","Hastings","Groundwater","null","null","22335","27037"
"1190013","1998","Radium","Minnesota Veterans Home","Dakota","Hastings","Groundwater","null","null","235","27037"
"1190031","1998","Radium","Empire Rentals, LLC","Dakota","Hastings","Groundwater","null","null","53","27037"
"1190014","1998","Radium","Inver Grove Heights","Dakota","Inver Grove Heights","Groundwater","5.45 pCi/L","6.8 pCi/L","34189","27037"
"1190027","1998","Radium","Skyline Village Mobile Home Park","Dakota","Inver Grove Heights","Groundwater","3.63 pCi/L","3.9 pCi/L","1185","27037"
"1190015","1998","Radium","Lakeville","Dakota","Lakeville","Groundwater","4.1 pCi/L","6.0 pCi/L","57048","27037"
"1190016","1998","Radium","Queen Anne Court","Dakota","Lakeville","Groundwater","null","null","400","27037"
"1190029","1998","Radium","Visitation Convent","Dakota","Mendota Heights","Groundwater","null","null","300","27037"
"1190025","1998","Radium","Randolph","Dakota","Randolph","Groundwater","0.4 pCi/L","0.4 pCi/L","355","27037"
"1190019","1998","Radium","Rosemount","Dakota","Rosemount","Groundwater","1.4 pCi/L","1.4 pCi/L","21000","27037"
"1190020","1998","Radium","South Saint Paul","Dakota","South St. Paul","Groundwater","null","null","20250","27037"
"1190021","1998","Radium","Southridge Mobile Home Park","Dakota","South St. Paul","Groundwater","null","null","130","27037"
"1190022","1998","Radium","Lexington Riverside Condominium","Dakota","St. Paul","Groundwater","null","null","200","27037"
"1190028","1998","Radium","Vermillion","Dakota","Vermillion","Groundwater","null","null","451","27037"
"1200001","1998","Radium","Claremont","Dodge","Claremont","Groundwater","3.75 pCi/L","6.9 pCi/L","548","27039"
"1200002","1998","Radium","Dodge Center","Dodge","Dodge Center","Groundwater","null","null","2670","27039"
"1200004","1998","Radium","Hayfield","Dodge","Hayfield","Groundwater","2.9 pCi/L","2.9 pCi/L","1340","27039"
"1200005","1998","Radium","Kasson","Dodge","Kasson","Groundwater","null","null","6010","27039"
"1200006","1998","Radium","Mantorville","Dodge","Mantorville","Groundwater","null","null","947","27039"
"1200007","1998","Radium","West Concord","Dodge","West Concord","Groundwater","null","null","782","27039"
"1210001","1998","Radium","Alexandria","Douglas","Alexandria","Groundwater","null","null","12415","27041"
"1210002","1998","Radium","Hi View Park","Douglas","Alexandria","Groundwater","null","null","150","27041"
"1210009","1998","Radium","Brandon","Douglas","Brandon","Groundwater","null","null","489","27041"
"1210010","1998","Radium","Carlos","Douglas","Carlos","Groundwater","null","null","455","27041"
"1210013","1998","Radium","Evansville","Douglas","Evansville","Groundwater","null","null","612","27041"
"1210021","1998","Radium","Garfield","Douglas","Garfield","Groundwater","null","null","308","27041"
"1210017","1998","Radium","Kensington","Douglas","Kensington","Groundwater","null","null","312","27041"
"1210028","1998","Radium","Westbrook Estates","Douglas","La Grande Township","Groundwater","null","null","42","27041"
"1210027","1998","Radium","Westside Del Valle Homeowners Assoc.","Douglas","Miltona","Groundwater","null","null","40","27041"
"1210020","1998","Radium","Osakis","Douglas","Osakis","Groundwater","null","null","1740","27041"
"1220001","1998","Radium","Blue Earth","Faribault","Blue Earth","Groundwater","4.3 pCi/L","4.3 pCi/L","3356","27043"
"1220002","1998","Radium","Bricelyn","Faribault","Bricelyn","Groundwater","null","null","359","27043"
"1220003","1998","Radium","Delavan","Faribault","Delavan","Groundwater","null","null","171","27043"
"1220005","1998","Radium","Easton","Faribault","Easton","Groundwater","null","null","199","27043"
"1220004","1998","Radium","Elmore","Faribault","Elmore","Groundwater","null","null","663","27043"
"1220007","1998","Radium","Frost","Faribault","Frost","Groundwater","1.0 pCi/L","1.0 pCi/L","191","27043"
"1220012","1998","Radium","Huntley Well Corporation","Faribault","Huntley","Groundwater","null","null","78","27043"
"1220008","1998","Radium","Kiester","Faribault","Kiester","Groundwater","null","null","491","27043"
"1220013","1998","Radium","Minnesota Lake","Faribault","Minnesota Lake","Groundwater","null","null","683","27043"
"1220009","1998","Radium","Walters","Faribault","Walters","Groundwater","null","null","71","27043"
"1220010","1998","Radium","Wells","Faribault","Wells","Groundwater","3.35 pCi/L","3.7 pCi/L","2307","27043"
"1220011","1998","Radium","Winnebago","Faribault","Winnebago","Groundwater","2.0 pCi/L","2.0 pCi/L","1418","27043"
"1230001","1998","Radium","Canton","Fillmore","Canton","Groundwater","3.4 pCi/L","3.4 pCi/L","346","27045"
"1230002","1998","Radium","Chatfield","Fillmore","Chatfield","Groundwater","null","null","2794","27045"
"1230003","1998","Radium","Fountain","Fillmore","Fountain","Groundwater","null","null","406","27045"
"1230005","1998","Radium","Harmony","Fillmore","Harmony","Groundwater","2.3 pCi/L","2.3 pCi/L","1020","27045"
"1230006","1998","Radium","Lanesboro","Fillmore","Lanesboro","Groundwater","3.1 pCi/L","3.1 pCi/L","788","27045"
"1230007","1998","Radium","Mabel","Fillmore","Mabel","Groundwater","2.6 pCi/L","2.6 pCi/L","747","27045"
"1230008","1998","Radium","Ostrander","Fillmore","Ostrander","Groundwater","null","null","256","27045"
"1230009","1998","Radium","Peterson","Fillmore","Peterson","Groundwater","null","null","199","27045"
"1230004","1998","Radium","Greenleafton","Fillmore","Preston","Groundwater","null","null","50","27045"
"1230010","1998","Radium","Preston","Fillmore","Preston","Groundwater","null","null","1325","27045"
"1230011","1998","Radium","Rushford","Fillmore","Rushford","Groundwater","null","null","1776","27045"
"1230014","1998","Radium","Rushford Village","Fillmore","Rushford","Groundwater","6.0 pCi/L","6.2 pCi/L","265","27045"
"1230012","1998","Radium","Spring Valley","Fillmore","Spring Valley","Groundwater","3.4 pCi/L","3.4 pCi/L","2580","27045"
"1230013","1998","Radium","Wykoff","Fillmore","Wykoff","Groundwater","null","null","444","27045"
"1240001","1998","Radium","Albert Lea","Freeborn","Albert Lea","Groundwater","1.4 pCi/L","1.4 pCi/L","18016","27047"
"1240017","1998","Radium","Elmwood Terrace","Freeborn","Albert Lea","Groundwater","null","null","112","27047"
"1240004","1998","Radium","Alden","Freeborn","Alden","Groundwater","null","null","661","27047"
"1240005","1998","Radium","Clarks Grove","Freeborn","Clarks Grove","Groundwater","null","null","709","27047"
"1240006","1998","Radium","Conger","Freeborn","Conger","Groundwater","null","null","146","27047"
"1240007","1998","Radium","Emmons","Freeborn","Emmons","Groundwater","null","null","384","27047"
"1240008","1998","Radium","Freeborn","Freeborn","Freeborn","Groundwater","null","null","297","27047"
"1240009","1998","Radium","Geneva","Freeborn","Geneva","Groundwater","null","null","457","27047"
