,year,countyServed,max arsenic (ug/L)
993,2011,McLeod,18.7
994,2011,Meeker,6.16
995,2011,Mille Lacs,4.58
996,2011,Morrison,4.02
997,2011,Mower,3.92
998,2011,Murray,5.57
999,2011,Nicollet,2.51
1000,2011,Nobles,2.26
1001,2011,Norman,6.05
1002,2011,Olmsted,2.27
1003,2011,Otter Tail,13.6
1004,2011,Pennington,2.5
1005,2011,Pine,2.93
1006,2011,Pipestone,4.44
1007,2011,Polk,14.1
1008,2011,Pope,9.89
1009,2011,Ramsey,7.66
1010,2011,Red Lake,2.71
1011,2011,Redwood,3.66
1012,2011,Renville,4.93
1013,2011,Rice,5.27
1014,2011,Rock,8.61
1015,2011,Roseau,11.9
1016,2011,Scott,4.35
1017,2011,Sherburne,3.27
1018,2011,Sibley,7.79
1019,2011,St. Louis,5.73
1020,2011,Stearns,6.94
1021,2011,Steele,1.64
1022,2011,Stevens,5.37
1023,2011,Swift,3.66
1024,2011,Todd,4.85
1025,2011,Traverse,5.06
1026,2011,Wabasha,1.91
1027,2011,Wadena,1.62
1028,2011,Waseca,3.79
1029,2011,Washington,4.39
1030,2011,Watonwan,6.66
1031,2011,Wilkin,2.5
1032,2011,Winona,1.02
1033,2011,Wright,7.69
1034,2011,Yellow Medicine,4.53
1035,2013,Aitkin,4.83
1036,2013,Anoka,9.7
1037,2013,Becker,12.7
1038,2013,Beltrami,6.05
1039,2013,Benton,2.61
1040,2013,Big Stone,4.52
1041,2013,Blue Earth,7.49
1042,2013,Brown,4.86
1043,2013,Carlton,4.88
1044,2013,Carver,6.5
1045,2013,Cass,3.3
1046,2013,Chippewa,4.61
1047,2013,Chisago,5.15
1048,2013,Clay,15.3
1049,2013,Clearwater,4.28
1050,2013,Cook,3.69
1051,2013,Cottonwood,0.5
1052,2013,Crow Wing,7.21
1053,2013,Dakota,1.37
1054,2013,Dodge,2.49
1055,2013,Douglas,7.06
1056,2013,Faribault,8.38
1057,2013,Fillmore,2.5
1058,2013,Freeborn,14
1059,2013,Goodhue,2.74
1060,2013,Grant,13.4
1061,2013,Hennepin,9
1062,2013,Houston,1.42
1063,2013,Hubbard,0.5
1064,2013,Isanti,1.07
1065,2013,Itasca,3.91
1066,2013,Jackson,9.3
1067,2013,Kanabec,5.08
1068,2013,Kandiyohi,9.09
1069,2013,Kittson,1.28
1070,2013,Koochiching,9.71
1071,2013,Lac Qui Parle,5.4
1072,2013,Lake,0.5
1073,2013,Lake of the Woods,3.23
1074,2013,Le Sueur,5.47
1075,2013,Lincoln,1.86
1076,2013,Lyon,3.18
1077,2013,Mahnomen,8.79
1078,2013,Marshall,6.86
1079,2013,Martin,7.86
1080,2013,McLeod,9.61
1081,2013,Meeker,5.8
1082,2013,Mille Lacs,4.58
1083,2013,Morrison,4.02
1084,2013,Mower,3.92
1085,2013,Murray,9.16
1086,2013,Nicollet,2.51
1087,2013,Nobles,2.26
1088,2013,Norman,6.47
1089,2013,Olmsted,2.27
1090,2013,Otter Tail,16.3
1091,2013,Pennington,2.5
1092,2013,Pine,2.84
1093,2013,Pipestone,4.44
1094,2013,Polk,15.9
1095,2013,Pope,10.4
1096,2013,Ramsey,7.66
1097,2013,Red Lake,2.71
1098,2013,Redwood,2.2
1099,2013,Renville,4.16
1100,2013,Rice,4.76
1101,2013,Rock,8.61
1102,2013,Roseau,15.5
1103,2013,Scott,4.35
1104,2013,Sherburne,5.46
1105,2013,Sibley,20.6
1106,2013,St. Louis,5.73
1107,2013,Stearns,6.94
1108,2013,Steele,1.64
1109,2013,Stevens,5.37
1110,2013,Swift,7.72
1111,2013,Todd,4.85
1112,2013,Traverse,4.39
1113,2013,Wabasha,1.91
1114,2013,Wadena,1.62
1115,2013,Waseca,3.79
1116,2013,Washington,4.39
1117,2013,Watonwan,6.66
1118,2013,Wilkin,2.5
1119,2013,Winona,1.02
1120,2013,Wright,7.44
1121,2013,Yellow Medicine,4.53
1122,2014,Aitkin,4.83
1123,2014,Anoka,9.76
1124,2014,Becker,11.7
1125,2014,Beltrami,6.05
1126,2014,Benton,2.61
1127,2014,Big Stone,3.98
1128,2014,Blue Earth,7.49
1129,2014,Brown,4.86
1130,2014,Carlton,4.88
1131,2014,Carver,6.5
1132,2014,Cass,3.3
1133,2014,Chippewa,4.61
1134,2014,Chisago,5.15
1135,2014,Clay,15.3
1136,2014,Clearwater,4.28
1137,2014,Cook,3.69
1138,2014,Cottonwood,0.5
1139,2014,Crow Wing,7.42
1140,2014,Dakota,1.1
1141,2014,Dodge,2.49
1142,2014,Douglas,6.52
1143,2014,Faribault,8.38
1144,2014,Fillmore,2.5
1145,2014,Freeborn,11.9
1146,2014,Goodhue,7.44
1147,2014,Grant,32
1148,2014,Hennepin,9.65
1149,2014,Houston,1.42
1150,2014,Hubbard,0.5
1151,2014,Isanti,1.15
1152,2014,Itasca,4.65
1153,2014,Jackson,7.6
1154,2014,Kanabec,5.08
1155,2014,Kandiyohi,9.43
1156,2014,Kittson,1.28
1157,2014,Koochiching,10.2
1158,2014,Lac Qui Parle,1.86
1159,2014,Lake,0.5
1160,2014,Lake of the Woods,3.23
1161,2014,Le Sueur,5.47
1162,2014,Lincoln,1.86
1163,2014,Lyon,3.18
1164,2014,Mahnomen,8.79
1165,2014,Marshall,6.86
1166,2014,Martin,8.64
1167,2014,McLeod,9.22
1168,2014,Meeker,7.64
1169,2014,Mille Lacs,2.72
1170,2014,Morrison,4.02
1171,2014,Mower,3.92
1172,2014,Murray,9.16
1173,2014,Nicollet,2.51
1174,2014,Nobles,2.26
1175,2014,Norman,6.05
1176,2014,Olmsted,2.27
1177,2014,Otter Tail,10.2
1178,2014,Pennington,2.5
1179,2014,Pine,2.84
1180,2014,Pipestone,4.44
1181,2014,Polk,24.7
1182,2014,Pope,10.4
1183,2014,Ramsey,7.66
1184,2014,Red Lake,2.71
1185,2014,Redwood,2.2
1186,2014,Renville,18.8
1187,2014,Rice,4.76
1188,2014,Rock,8.61
1189,2014,Roseau,9.55
1190,2014,Scott,4.35
1191,2014,Sherburne,5.46
1192,2014,Sibley,4.61
1193,2014,St. Louis,5.73
1194,2014,Stearns,6.94
1195,2014,Steele,1.64
1196,2014,Stevens,5.37
1197,2014,Swift,3.16
1198,2014,Todd,4.85
1199,2014,Traverse,3.71
1200,2014,Wabasha,1.1
1201,2014,Wadena,1.62
1202,2014,Waseca,3.79
1203,2014,Washington,4.39
1204,2014,Watonwan,7.97
1205,2014,Wilkin,2.5
1206,2014,Winona,1.02
1207,2014,Wright,7.44
1208,2014,Yellow Medicine,13.5
1209,2015,Aitkin,6.51
1210,2015,Anoka,8.78
1211,2015,Becker,11.8
1212,2015,Beltrami,6.05
1213,2015,Benton,2.61
1214,2015,Big Stone,3.98
1215,2015,Blue Earth,7.49
1216,2015,Brown,4.86
1217,2015,Carlton,4.88
1218,2015,Carver,6.5
1219,2015,Cass,6.82
1220,2015,Chippewa,4.61
1221,2015,Chisago,5.15
1222,2015,Clay,7.05
1223,2015,Clearwater,4.28
1224,2015,Cook,3.69
1225,2015,Cottonwood,0.5
1226,2015,Crow Wing,7.42
1227,2015,Dakota,0.5
1228,2015,Dodge,2.49
1229,2015,Douglas,6.52
1230,2015,Faribault,8.38
1231,2015,Fillmore,2.5
1232,2015,Freeborn,11.9
1233,2015,Goodhue,7.44
1234,2015,Grant,32
1235,2015,Hennepin,8.31
1236,2015,Houston,1.42
1237,2015,Hubbard,0.5
1238,2015,Isanti,1.15
1239,2015,Itasca,4.65
1240,2015,Jackson,6.92
1241,2015,Kanabec,5.08
1242,2015,Kandiyohi,12.4
1243,2015,Kittson,1.28
1244,2015,Koochiching,3.38
1245,2015,Lac Qui Parle,1.86
1246,2015,Lake,0.5
1247,2015,Lake of the Woods,3.23
1248,2015,Le Sueur,5.47
1249,2015,Lincoln,1.86
1250,2015,Lyon,3.18
1251,2015,Mahnomen,8.79
1252,2015,Marshall,4.99
1253,2015,Martin,8.64
1254,2015,McLeod,8.37
1255,2015,Meeker,9.87
1256,2015,Mille Lacs,2.72
1257,2015,Morrison,4.02
1258,2015,Mower,3.92
1259,2015,Murray,9.16
1260,2015,Nicollet,2.51
1261,2015,Nobles,1.86
1262,2015,Norman,4.87
1263,2015,Olmsted,2.27
1264,2015,Otter Tail,9.89
1265,2015,Pennington,2.5
1266,2015,Pine,2.7
1267,2015,Pipestone,4.44
1268,2015,Polk,18.3
1269,2015,Pope,11.2
1270,2015,Ramsey,7.66
1271,2015,Red Lake,2.71
1272,2015,Redwood,2.2
1273,2015,Renville,6.24
1274,2015,Rice,4.76
1275,2015,Rock,6.22
1276,2015,Roseau,13.4
1277,2015,Scott,4.35
1278,2015,Sherburne,5.46
1279,2015,Sibley,5.25
1280,2015,St. Louis,5.73
1281,2015,Stearns,10.7
1282,2015,Steele,1.24
1283,2015,Stevens,5.37
1284,2015,Swift,3.42
1285,2015,Todd,4.85
1286,2015,Traverse,3.75
1287,2015,Wabasha,1.1
1288,2015,Wadena,1.62
1289,2015,Waseca,3.79
1290,2015,Washington,4.39
1291,2015,Watonwan,7.97
1292,2015,Wilkin,2.5
1293,2015,Winona,1.02
1294,2015,Wright,7.44
1295,2015,Yellow Medicine,15.6
1296,2016,Aitkin,6.02
1297,2016,Anoka,8.78
1298,2016,Becker,13.9
1299,2016,Beltrami,6.73
1300,2016,Benton,2.61
1301,2016,Big Stone,3.98
1302,2016,Blue Earth,7.31
1303,2016,Brown,4.86
1304,2016,Carlton,4.88
1305,2016,Carver,6.5
1306,2016,Cass,6.82
1307,2016,Chippewa,4.61
1308,2016,Chisago,5.15
1309,2016,Clay,6.75
1310,2016,Clearwater,4.26
1311,2016,Cook,3.69
1312,2016,Cottonwood,0.5
1313,2016,Crow Wing,7.42
1314,2016,Dakota,0.5
1315,2016,Dodge,2.49
1316,2016,Douglas,6.52
1317,2016,Faribault,8.38
1318,2016,Fillmore,2.5
1319,2016,Freeborn,11.2
1320,2016,Goodhue,7.44
1321,2016,Grant,9.37
1322,2016,Hennepin,8.16
1323,2016,Houston,1.42
1324,2016,Hubbard,0.5
1325,2016,Isanti,0.5
1326,2016,Itasca,4.65
1327,2016,Jackson,6.92
1328,2016,Kanabec,5.08
1329,2016,Kandiyohi,9.95
1330,2016,Kittson,1.28
1331,2016,Koochiching,2.79
1332,2016,Lac Qui Parle,1.86
1333,2016,Lake of the Woods,3.23
1334,2016,Le Sueur,5.47
1335,2016,Lincoln,1.86
1336,2016,Lyon,3.18
1337,2016,Mahnomen,8.79
1338,2016,Marshall,4.99
1339,2016,Martin,8.64
1340,2016,McLeod,8.28
1341,2016,Meeker,5.3
1342,2016,Mille Lacs,2.72
1343,2016,Morrison,4.02
1344,2016,Mower,3.92
1345,2016,Murray,9.16
1346,2016,Nicollet,2.51
1347,2016,Nobles,1.86
1348,2016,Norman,5.19
1349,2016,Olmsted,2.27
1350,2016,Otter Tail,10
1351,2016,Pennington,2.5
1352,2016,Pine,3.53
1353,2016,Pipestone,4.44
1354,2016,Polk,21.1
1355,2016,Pope,9.96
1356,2016,Ramsey,7.66
1357,2016,Red Lake,2.71
1358,2016,Redwood,2.2
1359,2016,Renville,7.83
1360,2016,Rice,4.76
1361,2016,Rock,6.22
1362,2016,Roseau,9.47
1363,2016,Scott,3.75
1364,2016,Sherburne,3.27
1365,2016,Sibley,5.92
1366,2016,St. Louis,5.73
1367,2016,Stearns,8.4
1368,2016,Steele,1.24
1369,2016,Stevens,5.37
1370,2016,Swift,4.19
1371,2016,Todd,4.85
1372,2016,Traverse,4.11
1373,2016,Wabasha,1.1
1374,2016,Wadena,1.62
1375,2016,Waseca,3.79
1376,2016,Washington,4.39
1377,2016,Watonwan,7.97
1378,2016,Wilkin,2.5
1379,2016,Winona,1.02
1380,2016,Wright,7.44
1381,2016,Yellow Medicine,2.99
1382,2017,Aitkin,6.02
1383,2017,Anoka,6.18
1384,2017,Becker,11.9
1385,2017,Beltrami,4.37
1386,2017,Benton,2.61
1387,2017,Big Stone,3.98
1388,2017,Blue Earth,7.31
1389,2017,Brown,10
1390,2017,Carlton,4.88
1391,2017,Carver,6.5
1392,2017,Cass,6.82
1393,2017,Chippewa,4.61
1394,2017,Chisago,5.15
1395,2017,Clay,6.33
1396,2017,Clearwater,4.26
1397,2017,Cook,3.69
1398,2017,Cottonwood,1.25
1399,2017,Crow Wing,9.88
1400,2017,Dakota,0.5
1401,2017,Dodge,2.49
1402,2017,Douglas,6.52
1403,2017,Faribault,8.38
1404,2017,Fillmore,2.5
1405,2017,Freeborn,6.07
1406,2017,Goodhue,7.44
1407,2017,Grant,8.48
1408,2017,Hennepin,8.43
1409,2017,Houston,1.42
1410,2017,Hubbard,0.5
1411,2017,Isanti,0.5
1412,2017,Itasca,4.48
1413,2017,Jackson,4.62
1414,2017,Kanabec,5.08
1415,2017,Kandiyohi,9.68
1416,2017,Kittson,1.28
1417,2017,Koochiching,2.67
1418,2017,Lac Qui Parle,1.86
1419,2017,Lake of the Woods,3.23
1420,2017,Le Sueur,6
1421,2017,Lincoln,1.86
1422,2017,Lyon,3.18
1423,2017,Mahnomen,8.79
1424,2017,Marshall,4.99
1425,2017,Martin,8.64
1426,2017,McLeod,8.28
1427,2017,Meeker,9.39
1428,2017,Mille Lacs,2.72
1429,2017,Morrison,4.02
1430,2017,Mower,3.92
1431,2017,Murray,9.16
1432,2017,Nicollet,8.47
1433,2017,Nobles,1.86
1434,2017,Norman,6.63
1435,2017,Olmsted,2.27
1436,2017,Otter Tail,10.2
1437,2017,Pennington,2.5
1438,2017,Pine,3.53
1439,2017,Pipestone,4.44
1440,2017,Polk,27.1
1441,2017,Pope,11.3
1442,2017,Ramsey,7.66
1443,2017,Red Lake,2.26
1444,2017,Redwood,2.2
1445,2017,Renville,4.6
1446,2017,Rice,4.76
1447,2017,Rock,6.22
1448,2017,Roseau,13.2
1449,2017,Scott,3.75
1450,2017,Sherburne,3.27
1451,2017,Sibley,4.88
1452,2017,St. Louis,5.73
1453,2017,Stearns,13.6
1454,2017,Steele,1.24
1455,2017,Stevens,5.37
1456,2017,Swift,4.43
1457,2017,Todd,4.85
1458,2017,Traverse,6.98
1459,2017,Wabasha,1.1
1460,2017,Wadena,2.63
1461,2017,Waseca,5.9
1462,2017,Washington,4.39
1463,2017,Watonwan,8.18
1464,2017,Wilkin,2.5
1465,2017,Winona,1.02
1466,2017,Wright,7.28
1467,2017,Yellow Medicine,5.42
1468,2018,Aitkin,6.02
1469,2018,Anoka,9.03
1470,2018,Becker,12.9
1471,2018,Beltrami,10.5
1472,2018,Benton,2.38
1473,2018,Big Stone,3.98
1474,2018,Blue Earth,7.84
1475,2018,Brown,8.59
1476,2018,Carlton,4.88
1477,2018,Carver,6.79
1478,2018,Cass,9.47
1479,2018,Chippewa,4.61
1480,2018,Chisago,5.15
1481,2018,Clay,5.88
1482,2018,Clearwater,4.82
1483,2018,Cook,3.68
1484,2018,Cottonwood,1.25
1485,2018,Crow Wing,8.71
1486,2018,Dakota,0.5
1487,2018,Dodge,2.49
1488,2018,Douglas,7.06
1489,2018,Faribault,6.98
1490,2018,Fillmore,2.5
1491,2018,Freeborn,6.07
1492,2018,Goodhue,7.44
1493,2018,Grant,20.9
1494,2018,Hennepin,13.7
1495,2018,Houston,1.02
1496,2018,Hubbard,2.22
1497,2018,Isanti,1.32
1498,2018,Itasca,4.48
1499,2018,Jackson,7.06
1500,2018,Kanabec,2.99
1501,2018,Kandiyohi,11.9
1502,2018,Kittson,1.28
1503,2018,Koochiching,2.98
1504,2018,Lac Qui Parle,1.21
1505,2018,Lake,0.5
1506,2018,Lake of the Woods,3.23
1507,2018,Le Sueur,6
1508,2018,Lincoln,1.21
1509,2018,Lyon,2.04
1510,2018,Mahnomen,3.7
1511,2018,Marshall,4.99
1512,2018,Martin,8.64
1513,2018,McLeod,8.28
1514,2018,Meeker,7.87
1515,2018,Mille Lacs,2.53
1516,2018,Morrison,4.02
1517,2018,Mower,3.92
1518,2018,Murray,7.15
1519,2018,Nicollet,1.04
1520,2018,Nobles,1.21
1521,2018,Norman,6.63
1522,2018,Olmsted,1.77
1523,2018,Otter Tail,16.8
1524,2018,Pennington,0.5
1525,2018,Pine,3.32
1526,2018,Pipestone,4.44
1527,2018,Polk,23
1528,2018,Pope,6.07
1529,2018,Ramsey,7.66
1530,2018,Red Lake,2.26
1531,2018,Redwood,2.2
1532,2018,Renville,4.12
1533,2018,Rice,4.76
1534,2018,Rock,6.22
1535,2018,Roseau,22.8
1536,2018,Scott,7.09
1537,2018,Sherburne,2.88
1538,2018,Sibley,4.83
1539,2018,St. Louis,5.21
1540,2018,Stearns,14.4
1541,2018,Steele,1.49
1542,2018,Stevens,3.27
1543,2018,Swift,8.19
1544,2018,Todd,6.06
1545,2018,Traverse,3.93
1546,2018,Wabasha,1.1
1547,2018,Wadena,2.63
1548,2018,Waseca,5.9
1549,2018,Washington,4.36
1550,2018,Watonwan,8.18
1551,2018,Wilkin,6.56
1552,2018,Winona,0.5
1553,2018,Wright,7.05
1554,2018,Yellow Medicine,2.99
1555,2019,Aitkin,6.02
1556,2019,Anoka,6.94
1557,2019,Becker,6.05
1558,2019,Beltrami,4.47
1559,2019,Benton,2.41
1560,2019,Big Stone,3.98
1561,2019,Blue Earth,7.37
1562,2019,Brown,5.28
1563,2019,Carlton,4.88
1564,2019,Carver,6.14
1565,2019,Cass,9.14
1566,2019,Chippewa,4.61
1567,2019,Chisago,5.15
1568,2019,Clay,4.83
1569,2019,Clearwater,4.37
1570,2019,Cook,3.68
1571,2019,Cottonwood,2.47
1572,2019,Crow Wing,6.98
1573,2019,Dakota,0.5
1574,2019,Dodge,2.49
1575,2019,Douglas,7.03
1576,2019,Faribault,6.98
1577,2019,Fillmore,2.5
1578,2019,Freeborn,4.37
1579,2019,Goodhue,7.44
1580,2019,Grant,13.5
1581,2019,Hennepin,8.05
1582,2019,Houston,1.02
1583,2019,Hubbard,2.22
1584,2019,Isanti,0.5
1585,2019,Itasca,4.48
1586,2019,Jackson,6.76
1587,2019,Kanabec,2.99
1588,2019,Kandiyohi,21.7
1589,2019,Kittson,1.28
1590,2019,Koochiching,3.35
1591,2019,Lac Qui Parle,2.47
1592,2019,Lake,0.5
1593,2019,Lake of the Woods,3.23
1594,2019,Le Sueur,6
1595,2019,Lincoln,2.47
1596,2019,Lyon,2.47
1597,2019,Mahnomen,5.4
1598,2019,Marshall,4.99
1599,2019,Martin,8.64
1600,2019,McLeod,10.5
1601,2019,Meeker,6.67
1602,2019,Mille Lacs,2.53
1603,2019,Morrison,4.02
1604,2019,Mower,3.92
1605,2019,Murray,8.26
1606,2019,Nicollet,1.94
1607,2019,Nobles,3.11
1608,2019,Norman,6.63
1609,2019,Olmsted,1.77
1610,2019,Otter Tail,11.5
1611,2019,Pennington,0.5
1612,2019,Pine,3.32
1613,2019,Pipestone,4.44
1614,2019,Polk,18.8
1615,2019,Pope,6.07
1616,2019,Ramsey,7.66
1617,2019,Red Lake,2.26
1618,2019,Redwood,2.47
1619,2019,Renville,5.09
1620,2019,Rice,3.01
1621,2019,Rock,6.22
1622,2019,Roseau,18.1
1623,2019,Scott,7.09
1624,2019,Sherburne,2.88
1625,2019,Sibley,5.7
1626,2019,St. Louis,5.21
1627,2019,Stearns,12.1
1628,2019,Steele,1.49
1629,2019,Stevens,1.89
1630,2019,Swift,4.28
1631,2019,Todd,5.79
1632,2019,Traverse,3.85
1633,2019,Wabasha,1.1
1634,2019,Wadena,2.63
1635,2019,Waseca,5.9
1636,2019,Washington,4.36
1637,2019,Watonwan,9.47
1638,2019,Wilkin,3.49
1639,2019,Winona,2.96
1640,2019,Wright,7.63
1641,2019,Yellow Medicine,2.99
1642,2020,Aitkin,6.63
1643,2020,Anoka,6.94
1644,2020,Becker,12.5
1645,2020,Beltrami,4.88
1646,2020,Benton,2.63
1647,2020,Big Stone,1.53
1648,2020,Blue Earth,6.88
1649,2020,Brown,6.25
1650,2020,Carlton,4.88
1651,2020,Carver,6.53
1652,2020,Cass,8.38
1653,2020,Chippewa,3.95
1654,2020,Chisago,5.15
1655,2020,Clay,7.35
1656,2020,Clearwater,4.37
1657,2020,Cook,3.68
1658,2020,Cottonwood,2.47
1659,2020,Crow Wing,7.64
1660,2020,Dakota,0.5
1661,2020,Dodge,11.2
1662,2020,Douglas,1.39
1663,2020,Faribault,8.93
1664,2020,Fillmore,2.5
1665,2020,Freeborn,4.37
1666,2020,Goodhue,7.44
1667,2020,Grant,9.72
1668,2020,Hennepin,8.89
1669,2020,Houston,0.5
1670,2020,Hubbard,2.22
1671,2020,Isanti,0.5
1672,2020,Itasca,4.48
1673,2020,Jackson,6.87
1674,2020,Kanabec,2.99
1675,2020,Kandiyohi,19.4
1676,2020,Kittson,0.5
1677,2020,Koochiching,4.7
1678,2020,Lac Qui Parle,1.37
1679,2020,Lake,0.5
1680,2020,Lake of the Woods,2.91
1681,2020,Le Sueur,6
1682,2020,Lincoln,1.37
1683,2020,Lyon,2.27
1684,2020,Mahnomen,4.21
1685,2020,Marshall,3.65
1686,2020,Martin,8.64
1687,2020,McLeod,13.5
1688,2020,Meeker,33.6
1689,2020,Mille Lacs,2.53
1690,2020,Morrison,4.01
1691,2020,Mower,4.84
1692,2020,Murray,8.26
1693,2020,Nicollet,1.26
1694,2020,Nobles,1.97
1695,2020,Norman,8
1696,2020,Olmsted,1.77
1697,2020,Otter Tail,13.1
1698,2020,Pennington,0.5
1699,2020,Pine,3.32
1700,2020,Pipestone,4.57
1701,2020,Polk,12.2
1702,2020,Pope,6.07
1703,2020,Ramsey,6.37
1704,2020,Red Lake,2.26
1705,2020,Redwood,2.35
1706,2020,Renville,4.6
1707,2020,Rice,3.01
1708,2020,Rock,6.22
1709,2020,Roseau,9.04
1710,2020,Scott,7.09
1711,2020,Sherburne,2.88
1712,2020,Sibley,5.7
1713,2020,St. Louis,5.21
1714,2020,Stearns,14.3
1715,2020,Steele,1.49
1716,2020,Stevens,1.84
1717,2020,Swift,4.27
1718,2020,Todd,5.5
1719,2020,Traverse,4.53
1720,2020,Wabasha,1.1
1721,2020,Wadena,2.63
1722,2020,Waseca,5.9
1723,2020,Washington,4.36
1724,2020,Watonwan,7.15
1725,2020,Wilkin,4.21
1726,2020,Winona,2.96
1727,2020,Wright,7.59
1728,2020,Yellow Medicine,2.99
1729,2021,Aitkin,6.63
1730,2021,Anoka,6.94
1731,2021,Becker,13.1
1732,2021,Beltrami,4.88
1733,2021,Benton,2.75
1734,2021,Big Stone,1.53
1735,2021,Blue Earth,4.92
1736,2021,Brown,4.91
1737,2021,Carlton,4.88
1738,2021,Carver,8.51
1739,2021,Cass,8.61
1740,2021,Chippewa,3.95
1741,2021,Chisago,5.31
1742,2021,Clay,24.9
1743,2021,Clearwater,4.37
1744,2021,Cook,3.68
1745,2021,Cottonwood,2.47
1746,2021,Crow Wing,7.89
1747,2021,Dakota,0.5
1748,2021,Dodge,2.49
1749,2021,Douglas,2.12
1750,2021,Faribault,8.93
1751,2021,Fillmore,0.5
1752,2021,Freeborn,4.37
1753,2021,Goodhue,7.44
1754,2021,Grant,14.3
1755,2021,Hennepin,10.8
1756,2021,Houston,0.5
1757,2021,Hubbard,2.22
1758,2021,Isanti,0.5
1759,2021,Itasca,4.48
1760,2021,Jackson,7.24
1761,2021,Kanabec,2.99
1762,2021,Kandiyohi,12.1
1763,2021,Kittson,0.5
1764,2021,Koochiching,2.82
1765,2021,Lac Qui Parle,2.55
1766,2021,Lake,0.5
1767,2021,Lake of the Woods,2.91
1768,2021,Le Sueur,6
1769,2021,Lincoln,2.1
1770,2021,Lyon,2.1
1771,2021,Mahnomen,4.91
1772,2021,Marshall,3.65
1773,2021,Martin,8.64
1774,2021,McLeod,10.1
1775,2021,Meeker,44.6
1776,2021,Mille Lacs,2.44
1777,2021,Morrison,4.01
1778,2021,Mower,4.84
1779,2021,Murray,19.1
1780,2021,Nicollet,9.04
1781,2021,Nobles,3.32
1782,2021,Norman,8
1783,2021,Olmsted,1.77
1784,2021,Otter Tail,12
1785,2021,Pennington,0.5
1786,2021,Pine,3.32
1787,2021,Pipestone,4.57
1788,2021,Polk,15.4
1789,2021,Pope,6.07
1790,2021,Ramsey,6.37
1791,2021,Red Lake,2.26
1792,2021,Redwood,2.35
1793,2021,Renville,6.49
1794,2021,Rice,3.7
1795,2021,Rock,6.22
1796,2021,Roseau,13.7
1797,2021,Scott,7.09
1798,2021,Sherburne,2.88
1799,2021,Sibley,42
1800,2021,St. Louis,5.04
1801,2021,Stearns,5.75
1802,2021,Steele,1.49
1803,2021,Stevens,9.25
1804,2021,Swift,8.8
1805,2021,Todd,5.82
1806,2021,Traverse,5.2
1807,2021,Wabasha,1.1
1808,2021,Wadena,2.63
1809,2021,Waseca,5.9
1810,2021,Washington,3.44
1811,2021,Watonwan,3.76
1812,2021,Wilkin,5.54
1813,2021,Winona,2.96
1814,2021,Wright,8.14
1815,2021,Yellow Medicine,17.7
1816,2022,Aitkin,6.6
1817,2022,Anoka,6.94
1818,2022,Becker,3.56
1819,2022,Beltrami,4.76
1820,2022,Benton,2.55
1821,2022,Big Stone,1.53
1822,2022,Blue Earth,5.65
1823,2022,Brown,6.09
1824,2022,Carlton,4.96
1825,2022,Carver,5.81
1826,2022,Cass,8.53
1827,2022,Chippewa,3.95
1828,2022,Chisago,5.31
1829,2022,Clay,7.4
1830,2022,Clearwater,5.58
1831,2022,Cook,3.68
1832,2022,Cottonwood,0.5
1833,2022,Crow Wing,7.89
1834,2022,Dakota,0.5
1835,2022,Dodge,2.54
1836,2022,Douglas,1.53
1837,2022,Faribault,8.93
1838,2022,Fillmore,0.5
1839,2022,Freeborn,4.37
1840,2022,Goodhue,7.44
1841,2022,Grant,9.42
1842,2022,Hennepin,10.7
1843,2022,Houston,0.5
1844,2022,Hubbard,2.21
1845,2022,Isanti,1.43
1846,2022,Itasca,4.48
1847,2022,Jackson,20.2
1848,2022,Kanabec,2.99
1849,2022,Kandiyohi,44
1850,2022,Kittson,0.5
1851,2022,Koochiching,1.59
1852,2022,Lac Qui Parle,1.8
1853,2022,Lake,0.5
1854,2022,Lake of the Woods,2.91
1855,2022,Le Sueur,6
1856,2022,Lincoln,1.8
1857,2022,Lyon,1.8
1858,2022,Mahnomen,3.57
1859,2022,Marshall,3.65
1860,2022,Martin,8.64
1861,2022,McLeod,7.69
1862,2022,Meeker,7.32
1863,2022,Mille Lacs,2.44
1864,2022,Morrison,4.01
1865,2022,Mower,4.84
1866,2022,Murray,5.33
1867,2022,Nicollet,9.04
1868,2022,Nobles,2.83
1869,2022,Norman,13
1870,2022,Olmsted,1.77
1871,2022,Otter Tail,17
1872,2022,Pennington,0.5
1873,2022,Pine,3.32
1874,2022,Pipestone,4.57
1875,2022,Polk,27.6
1876,2022,Pope,6.07
1877,2022,Ramsey,6.37
1878,2022,Red Lake,2.26
1879,2022,Redwood,2.35
1880,2022,Renville,4
1881,2022,Rice,3.7
1882,2022,Rock,6.22
1883,2022,Roseau,15
1884,2022,Scott,7.09
1885,2022,Sherburne,2.88
1886,2022,Sibley,40.9
1887,2022,St. Louis,5.04
1888,2022,Stearns,6.53
1889,2022,Steele,1.49
1890,2022,Stevens,1.94
1891,2022,Swift,4.57
1892,2022,Todd,6.06
1893,2022,Traverse,4.77
1894,2022,Wabasha,1.1
1895,2022,Wadena,2.63
1896,2022,Waseca,5.9
1897,2022,Washington,3.44
1898,2022,Watonwan,8.94
1899,2022,Wilkin,3.97
1900,2022,Winona,3.03
1901,2022,Wright,7.53
1902,2022,Yellow Medicine,4.06
